,formatted_address,international_phone_number,name,place_id,rating,reviews,types,user_ratings_total,price_level
0,"Chem. du Repos 6, 1213 Petit-Lancy, Switzerland",+41 22 557 25 92,Pop Apéros Gourmet,ChIJKxC-d6h7jEcRzh6kKoipE2c,5.0,"[{'author_name': 'Gláucia Ribeiro', 'author_url': 'https://www.google.com/maps/contrib/111428382710234698268/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp90jNIXVUEELNIiPJ9feCpVS-UIU06K6IjxI8=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '4 months ago', 'text': 'Top top.', 'time': 1648557874}, {'author_name': 'Jessica Rychter', 'author_url': 'https://www.google.com/maps/contrib/108649009800425701517/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmnv_hV9WGxyRhpsv1HZQGxS6UTTTspRT21XE4es=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'I just tasted this wonder! Pop Apero makes superb tapas, extremely tasty. I highly recommend ! The prices are correct.', 'time': 1654282013}, {'author_name': 'Gustavo Ribeiro', 'author_url': 'https://www.google.com/maps/contrib/109969346509714425816/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqAND3n4oHXMw2kEwKruPYtnEof7r1tbj_JP37qyA=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '8 months ago', 'text': 'High quality Brazilian food, very pleasant and smiling staff. Well done !', 'time': 1639573367}, {'author_name': 'Alex N (Qesreal)', 'author_url': 'https://www.google.com/maps/contrib/101243565180704439329/reviews', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmxuRUI1gX1QKbegWPToi2ntOWanJ2FrdpoJBSl=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': '', 'time': 1624153751}, {'author_name': 'paulo cabeleira', 'author_url': 'https://www.google.com/maps/contrib/101199401299515362489/reviews', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmknce55aCgf1UYJciSvko6moaylt3QIx-1N9JJ8=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '10 months ago', 'text': '', 'time': 1632745616}]","['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,
0,"1203, Av. d'Aïre 44, 1203 Genf, Switzerland",+41 22 345 39 20,Au Furet,ChIJ_8qGQMhkjEcRXkHKQ_Q5Bo0,4.1,"[{'author_name': 'Jin Tao', 'author_url': 'https://www.google.com/maps/contrib/106165487279208673395/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqpLAsXQ-NVseHL9hiVA2MNK4ylj2VzxU4siKb_oA=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Great garlic shrimp served with deep fried fries and green salad at a very reasonable price. Best shrimp dish ever! Highly recommended!', 'time': 1657740910}, {'author_name': 'shahad jamal', 'author_url': 'https://www.google.com/maps/contrib/106217857327310347254/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmng1jpRwWXtr57kUfDU_2wY4hQohe-EDo_k7eiy=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 weeks ago', 'text': 'One of the best shrimp I have eaten in my life. Nice services and vibes.', 'time': 1659635588}, {'author_name': 'Ahmad Salim', 'author_url': 'https://www.google.com/maps/contrib/115422529290590349361/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucq0s8TelH4AFBvb6PzCW-L6hshj5fIZEmJd8Lg1uA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Very Authentic shrimp in garlic sauce alongside French fries, highly recommended', 'time': 1656413662}, {'author_name': 'Elma Balic', 'author_url': 'https://www.google.com/maps/contrib/107130899511235033857/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrzIB34C_5tijr89GUG9B1vamyX3NrVoIm1LoDx=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 weeks ago', 'text': 'Loved the yummy gambas and excellent service ❤️', 'time': 1658907515}, {'author_name': 'Ammar Aljuhani', 'author_url': 'https://www.google.com/maps/contrib/104439699469750166841/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqXNLJ8skEW_HbYq8iU6KV2K5AbDMbotjt6Laig=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '3 months ago', 'text': 'Unique place. You should try it 👌🏻', 'time': 1651336388}]","['restaurant', 'cafe', 'lodging', 'point_of_interest', 'store', 'food', 'establishment']",596.0,2.0
0,"Chem. François-Furet 61, 1203 Genève, Switzerland",+41 22 340 43 60,Association Démocratique des Travailleurs Portugais de Genève,ChIJH-hMPchkjEcR9ogF6QK8TbY,4.5,"[{'author_name': 'Gonçalo gogo', 'author_url': 'https://www.google.com/maps/contrib/115443024653434413900/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmejgBeJYXKuJ1miHq3ThH07c7-kJw2w_qG2rot=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Top', 'time': 1582487328}, {'author_name': 'Helder Ribeiro', 'author_url': 'https://www.google.com/maps/contrib/100676723905585076996/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmnUnA8KZMQzjlNhnaFnh97EhaIJ1umHQWVqdI3c=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 months ago', 'text': 'The best Portuguese restaurant in Geneva', 'time': 1651406168}, {'author_name': 'roger vieira', 'author_url': 'https://www.google.com/maps/contrib/113411698056711581161/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrYSSDwXNKTWEXRd28Bzb3gzfOHekio-w8kqtwl=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Excellent! Very warm, top. The food too, homemade', 'time': 1598729112}, {'author_name': 'Victor Silvestre', 'author_url': 'https://www.google.com/maps/contrib/116224714715330423720/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqOrK2bbNJ1QvBhi76h8HNHU1c_q8Rs4JIkel3CNus=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 2, 'relative_time_description': '2 years ago', 'text': 'Still ... the way is long but I strongly advise to do typical Portuguese dishes', 'time': 1572371665}, {'author_name': 'mendes goncalo', 'author_url': 'https://www.google.com/maps/contrib/109464166735873182413/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoYguIgEFG_wGyrIUNDJdd-ZhnU1fiaMQX9IVjNdA=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': '2 years ago', 'text': 'Cozy with very friendly people and good food', 'time': 1590427854}]","['restaurant', 'food', 'point_of_interest', 'establishment']",23.0,
0,"Rue de Lyon 120, 1203 Genève, Switzerland",+41 22 344 90 00,Refettorio Geneva,ChIJhWc1EadljEcRDJ9xqT-4taM,4.4,"[{'author_name': 'Ian Schreffler', 'author_url': 'https://www.google.com/maps/contrib/103881806006154580730/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp2EL6Czm9ihkp-V3AgTNYIhI1UPnduWZOWXYIgAQ=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'in the last week', 'text': 'What a lovely food experience. Chef Walter makes the most creative vegan dishes and desserts. Please try the homemade pasta dishes too. The best.', 'time': 1660646390}, {'author_name': ""Toujours L'Amour"", 'author_url': 'https://www.google.com/maps/contrib/104234822867340350984/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZuco6QlbCv-tZMmdDGGrDLYeCLWY9Lf8k2S-Zn-YH=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Really enjoyed eating here; will definitely return. Met a delightful German couple here while having dinner; great company & great food - who can ask for more?!', 'time': 1658083925}, {'author_name': 'Marco V.', 'author_url': 'https://www.google.com/maps/contrib/100435205197178669552/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpkgQ-gKjwnX00qHUBRjHoL0xEwli94DKqh10YjV08=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '2 months ago', 'text': ""Incredible project (free gastronomic cuisine for people in need) managed by great human beings !\nGo try their awesome food (lunchtime is funding dinners) and/or join the volunteers, it's really inspiring.\nThank you and god bless 🙏🏻🙏🏻"", 'time': 1653299282}, {'author_name': 'Alexandra Levesque', 'author_url': 'https://www.google.com/maps/contrib/108328992533304897118/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrj0xrMiqHYZTzJzTdWua3VEN-GPFV55vJSoV956Q=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '6 months ago', 'text': 'Chef Walter strikes again! Absolutely incredible and unique meal (3 courses for 30chf!), and for a good cause! Bringing real, nutritious food to people in need couldn’t be a more noble vision. Bravo to the team! And we feel so lucky and privileged to have lunch here as often as possible.', 'time': 1645447472}, {'author_name': 'Joel Carter', 'author_url': 'https://www.google.com/maps/contrib/108282659298754955753/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqb1WRY4Jy1UVjlxwmH-mDyWzRURrc4aZUyZov8=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 2, 'relative_time_description': 'a month ago', 'text': ""Even the charitable nature of the enterprise does not pardon just how awful the food is here. Meagre and bland-tasting portions. You'll leave more hungry than you arrived."", 'time': 1656773205}]","['restaurant', 'food', 'point_of_interest', 'establishment']",34.0,1.0
0,"Av. Edmond-Vaucher 47, 1219 Châtelaine, Switzerland",+41 22 797 32 32,Café Tulipe,ChIJj3bA8zRljEcREidF78D_1A4,4.1,"[{'author_name': 'Dan', 'author_url': 'https://www.google.com/maps/contrib/102126276952428783744/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqkVaHqhTVZZaWD4vKN3QFDbFZJebBnMDiVGBTF=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'in the last week', 'text': 'Perfect low key bar/resto with charming terrace, friendly staff and top kebab', 'time': 1660591014}, {'author_name': 'Cédric “MrCeed047” Trak', 'author_url': 'https://www.google.com/maps/contrib/109669523858798813257/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpSrG2aQJiUH_vZIjQobZvP5KkiVz_gVBgRlaPr=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'Top', 'time': 1535202754}, {'author_name': 'Roger Sommerhalder', 'author_url': 'https://www.google.com/maps/contrib/104427435371873597271/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqU837mE-qKTc8GBsPpezvyeBSDGzWyHCFKUXVzdg=s128-c0x00000000-cc-rp-mo-ba6', 'rating': 4, 'relative_time_description': 'a month ago', 'text': 'Although close to the road, the terrace is naturally shaded and therefore nice!', 'time': 1657884138}, {'author_name': 'Georges Menzi', 'author_url': 'https://www.google.com/maps/contrib/103201516687396406965/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmkJcpvh9c8A0Fj0EvoCHb34pIX1OLQUO_d0Ybue=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': 'a year ago', 'text': 'Good friendly service', 'time': 1620659603}, {'author_name': 'Nadia Zanella', 'author_url': 'https://www.google.com/maps/contrib/107503000746916305863/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmn2WQOyhCOwZeeX-OPfZ9EqWTmtyoa2o2Epkxxt=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': '9 months ago', 'text': 'Super nice and close to my workplace.', 'time': 1635270800}]","['restaurant', 'point_of_interest', 'food', 'establishment']",120.0,
0,"Rte de Meyrin 49, 1203 Genève, Switzerland",+41 76 257 36 59,Au Siciliano DOC,ChIJNVpwC79kjEcRqKfKmxCTkgE,,,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,
0,"Chem. William-Lescaze 5, 1203 Genève, Switzerland",+41 22 340 06 12,Café Le Cayla,ChIJeYJIqslkjEcRUHI7LCpKc0s,4.3,"[{'author_name': 'Stefan Roesch', 'author_url': 'https://www.google.com/maps/contrib/112119782538573265209/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoaUl62mQmfGBA6mWDE0hqk-FPrsAAJjmN0GSpmz5o=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Friendly staff', 'time': 1601918654}, {'author_name': 'Bernard Millier', 'author_url': 'https://www.google.com/maps/contrib/104399803158313065243/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmnMu9VdczzEJRUvPeFXH4ZvXZWZn4bf4bP8okg=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 4, 'relative_time_description': '4 years ago', 'text': 'Top cafe', 'time': 1517637693}, {'author_name': 'Ferreirinha 220', 'author_url': 'https://www.google.com/maps/contrib/106529693339200412672/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZuco_RVZNmAvGA5Aa0ARo8Yy5N-s1GMRvNulm1la4aA=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '4 years ago', 'text': 'Top', 'time': 1527503051}, {'author_name': 'Richard golay', 'author_url': 'https://www.google.com/maps/contrib/101286522182415725460/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpViCf9rP9Amk3hNdP6MC1t6RUIzePBwbJksXHfhw=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '3 months ago', 'text': 'Small cafe Bar Resto, super nice. Very good Portuguese, Spanish food and very fair prices\nAnd a very good place to have an aperitif', 'time': 1651686151}, {'author_name': 'Maria Geroudet', 'author_url': 'https://www.google.com/maps/contrib/103468160490351598218/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpMeDRZV1HOhJYEcNWNyw4-9Cxl2211UMCIVPpj=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '10 months ago', 'text': 'Excellent he has everything for a good relaxation hey🇨🇭🇧🇷🥳🥰😂🤣😅😎🥺🥵🥶😍😄', 'time': 1634146061}]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",59.0,1.0
0,"Rue Edouard-Rod 4B, 1203 Genève, Switzerland",,Restaurant La Fontaine,ChIJHRAaQsdkjEcR0agfiUEsOX8,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,
0,"Cité Vieusseux 11, 1203 Genève, Switzerland",+41 22 345 45 00,Restaurant La Fontaine,ChIJCyhiu8BkjEcRRRNmqkEJ8g0,4.0,"[{'author_name': 'Sean Marques', 'author_url': 'https://www.google.com/maps/contrib/104485850220712415323/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrLkpWqoDShnGVG6sVsNlBEwW76rGTglpl9z5ZoxQ=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 4, 'relative_time_description': 'a year ago', 'text': 'Nice pizzas and nice meats. More than reasonable price.', 'time': 1608628223}, {'author_name': 'manuel garcia andueza', 'author_url': 'https://www.google.com/maps/contrib/107193780300652331490/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrRtw-Mx6XSA77ITF2LTziRUlCGzidagypvkSf-BA=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'Very nice place to enjoy French, Swiss and Latin food', 'time': 1549401395}, {'author_name': 'Besnik Buci', 'author_url': 'https://www.google.com/maps/contrib/107870034880381510904/reviews', 'language': 'fr', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucribpefJidDhwPkY9lsWlAu8cy74LLbqMWkqjfYKA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'J’ai dîné ce soir, j’ai mangé des filets de perches.\nC’était juste incroyable !\nUne ambiance géniale !\n\nJe recommande vivement :)', 'time': 1654291945}, {'author_name': 'Vincent Bobillier', 'author_url': 'https://www.google.com/maps/contrib/114776601929597967806/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmn2U_YmE_faSJ5Ill3GeFpNXyj1yZXEMiQrG3b4=s128-c0x00000000-cc-rp-mo', 'rating': 2, 'relative_time_description': '3 months ago', 'text': 'Good food and pizzas.\nNice terrace when you are with children, outdoor games right next door.\nThe service, although attentive, deserves to be improved. First, long wait to be served drinks but only partially.\nThen, 1 hour of waiting without notice for 4 pizzas, a salad and a pasta dish. This while the restaurant is really not full and we are with children. Finally after asking for the bill with some impatience, we have to refuse the digestives twice when we had clearly expressed our desire not to hang around.\nIn short, I expressed our dissatisfaction to the boss and sincerely wish him to improve this situation quickly.', 'time': 1652214277}, {'author_name': 'Kurteshi Valon', 'author_url': 'https://www.google.com/maps/contrib/106025821356918179701/reviews', 'language': 'fr', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqS3te9B2Qj9wF6UUnnwqolkMx5UoX3IRJ32BHKRw=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Un commentaire ne suffit pas pour décrire l’expérience culinaire dans ce lieu. L’accueil est sans égal et la terrasse est parfaite pour finir le repas. N’hésitez pas !!!!', 'time': 1654292142}]","['restaurant', 'point_of_interest', 'food', 'establishment']",152.0,2.0
0,"Av. Louis-Casaï 27, 1209 Genève, Switzerland",+41 22 795 11 50,"Autogrill Suisse SA Pizza et Pasta, Asia News Bar Centre Balexert",ChIJ57Ox0ZdkjEcRUsLH1dsP6JQ,1.3,"[{'author_name': 'Mathieu Schaffter', 'author_url': 'https://www.google.com/maps/contrib/116068752169548708068/reviews', 'language': 'fr', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmnUAVkykyRiipeohG25x_jOQIPtMR4eGe6dzFc4=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': '2 months ago', 'text': ""Info scoop pour le gérant / patron : une seule personne ne suffit pas pour : mise en place, assurer un service client efficace et satisfaisant, ranger, préparer boissons et nourriture, etc.\nLe pouvoir et le choix vous appartiennent : vous pouvez doubler le personnel et les clients arrêteront de mettre 1 étoile et tout le monde sera un peu plus heureux. Ce n'est pourtant pas grand chose dans une existence...\nBien cordialement,"", 'time': 1655284764}, {'author_name': 'Alex B', 'author_url': 'https://www.google.com/maps/contrib/108313761962535970411/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoAAQ5TYa-6LHLjrMEZmWHgDkE3H5oBOmtPhRBn=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 1, 'relative_time_description': '5 months ago', 'text': 'Badly organized! Badly organized! Very expensive for this terrible service', 'time': 1647778317}, {'author_name': 'alain longchamp', 'author_url': 'https://www.google.com/maps/contrib/102892620027420040113/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpQ7LukBVCu6IGG-32hpEYoUfP6pMF6s0WGDqJFgp0=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 2, 'relative_time_description': '9 years ago', 'text': 'Very slow service badly organized and very average meal', 'time': 1355162606}]","['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,
